Service Line Locality,Street Address,Zip Code,State,"Lead Gooseneck, Pigtail or Connector Currently Present",Current Public Side SL Material,Was Public SL Material Ever Previously Lead,Public SL Material Verification Method,Public SL Installation or Replacement Date,Public SL Size,Customer SL Material,Customer SL Material Verification Method,Lead Solder Present,Building Type,POU or POE Treatment Present,Customer SL Installation or Replacement Date,Customer SL Size,SL Category,Note,Location
Poughkeepsie,6  LAFFIN LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91882 41.66157)
Poughkeepsie,4  OLD FARMS ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90883 41.65968)
Poughkeepsie,26  MILLBANK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90465 41.65484)
Poughkeepsie,280  NORTH GRAND AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89212 41.71658)
Poughkeepsie,61  VAN WYCK DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90973 41.7286)
Poughkeepsie,16  KELLERHAUSE DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88721 41.64734)
Poughkeepsie,42  SEITZ TERRACE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89848 41.70222)
Poughkeepsie,176  NORTH GRAND AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90012 41.7099)
Poughkeepsie,18  ALEXANDER BLVD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89774 41.63413)
Poughkeepsie,30  COLBURN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89307 41.65296)
Poughkeepsie,44  DUROCHER TERRACE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88127 41.70183)
Poughkeepsie,1  MAISIE COURT,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93226 41.63397)
Poughkeepsie,3  BROADVIEW ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90247 41.62266)
Poughkeepsie,17  LYFORD STREET,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91764 41.72697)
Poughkeepsie,17  KINRY ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88499 41.64629)
Poughkeepsie,25  SANDI DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90699 41.61737)
Poughkeepsie,16  CARDINAL DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92292 41.63694)
Poughkeepsie,115  INNIS AVENUE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90489 41.70439)
Poughkeepsie,12  STANLEY STREET,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.84546 41.71965)
Poughkeepsie,39  EDGEWOOD DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87984 41.73215)
Poughkeepsie,12  SADDLE ROCK DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90734 41.65048)
Poughkeepsie,1  MEADOW VIEW DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90451 41.65162)
Poughkeepsie,197  CEDAR AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90581 41.66204)
Poughkeepsie,12  SHELLEY ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8953 41.64483)
Poughkeepsie,44  KINGWOOD PARK,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92458 41.65233)
Poughkeepsie,92  CLARK STREET,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92485 41.71692)
Poughkeepsie,16  FAIRMONT AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89637 41.69381)
Poughkeepsie,5  ESSEX ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93663 41.64504)
Poughkeepsie,33  HAWTHORNE LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88533 41.64065)
Poughkeepsie,39  CROFT ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92021 41.66318)
Poughkeepsie,30  COACHLIGHT DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88824 41.67047)
Poughkeepsie,24  W COTTAGE ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91152 41.73472)
Poughkeepsie,24  LAFFIN LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91608 41.66222)
Poughkeepsie,7  ROBIN LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90155 41.6573)
Poughkeepsie,16  FITCHETT WAY,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90631 41.71718)
Poughkeepsie,207  VASSAR ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87925 41.64253)
Poughkeepsie,473  VASSAR ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8962 41.63092)
Poughkeepsie,29  HORIZON HILL DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89805 41.64922)
Poughkeepsie,6  LEDGE WAY,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90196 41.65108)
Poughkeepsie,14  DARA LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9354 41.64729)
Poughkeepsie,1  SALEM COURT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90098 41.63337)
Poughkeepsie,25  HAWK LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9131 41.72827)
Poughkeepsie,29  IRELAND DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87318 41.69658)
Poughkeepsie,49  SCENIC DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90159 41.64722)
Poughkeepsie,18  SADDLE ROCK DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90728 41.64969)
Poughkeepsie,5  AMATO DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91251 41.72048)
Poughkeepsie,9  ROWLEY ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90509 41.62661)
Poughkeepsie,590  VAN WAGNER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.86584 41.72697)
Poughkeepsie,25  BRIARCLIFF AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9009 41.63154)
Poughkeepsie,8  HORIZON HILL DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89997 41.64702)
Poughkeepsie,9  OLD FIELD ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87385 41.70642)
Poughkeepsie,12  OVEROCKER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88837 41.693)
Poughkeepsie,9  DEGARMO ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87002 41.70259)
Poughkeepsie,59  ROUND HILL ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90387 41.65321)
Poughkeepsie,6  PASTURE LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91257 41.65647)
Poughkeepsie,32  FAIR WAY,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91447 41.65239)
Poughkeepsie,14  ORIOLE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92179 41.64066)
Poughkeepsie,46  NASSAU ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93016 41.63764)
Poughkeepsie,44  ROCHDALE ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.84131 41.72321)
Poughkeepsie,10  COLBURN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89263 41.65543)
Poughkeepsie,9  MALL LAUNDRY-W1 SEW,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,
Poughkeepsie,86  SOUTH GATE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92918 41.63608)
Poughkeepsie,"137  BOARDMAN ROAD (2"")",12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89114 41.66279)
Poughkeepsie,3  CARNELLI COURT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88784 41.65273)
Poughkeepsie,9  MIRON DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91425 41.65683)
Poughkeepsie,24  SCENIC DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90014 41.65022)
Poughkeepsie,"41  NORTH RD-1""-W4 SEWER",12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92946 41.71637)
Poughkeepsie,102  VAN WAGNER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8965 41.70325)
Poughkeepsie,48  JACKSON DRIVE SOUTH,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89633 41.62713)
Poughkeepsie,18  TOWNSEND BLVD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.86147 41.71702)
Poughkeepsie,26  STYVESTANDT DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90707 41.72486)
Poughkeepsie,34  STEPHANIE LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91508 41.61984)
Poughkeepsie,18  KINDERHOOK DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92037 41.65795)
Poughkeepsie,12  EAGLE LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91499 41.72744)
Poughkeepsie,3  FOWLER AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89901 41.69538)
Poughkeepsie,9  CLAUDIA LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8893 41.63732)
Poughkeepsie,39  THOMAS AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.86581 41.71452)
Poughkeepsie,9  HOGAN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87267 41.65666)
Poughkeepsie,12  EARLWOOD DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88845 41.67586)
Poughkeepsie,89  VASSAR ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87495 41.64904)
Poughkeepsie,109  INNIS AVENUE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90508 41.70413)
Poughkeepsie,48  ALDA DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88218 41.65007)
Poughkeepsie,57  SOUTH GATE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92707 41.63822)
Poughkeepsie,10  KELLERHAUSE DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88828 41.64741)
Poughkeepsie,21  PINE ECHO DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90146 41.72953)
Poughkeepsie,4  LAFKO DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.85837 41.7133)
Poughkeepsie,61  PARK AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90773 41.68654)
Poughkeepsie,36  ALEXANDER BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90049 41.63588)
Poughkeepsie,2586  SOUTH ROAD - CHASE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9293 41.66567)
Poughkeepsie,2  MISTY RIDGE CIRCLE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88625 41.63861)
Poughkeepsie,27  SHELDON DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87687 41.65878)
Poughkeepsie,40  VASSAR ROAD(GINO'S PIZZA),12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87512 41.65303)
Poughkeepsie,30  OLD FARMS ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9081 41.65639)
Poughkeepsie,21  DUROCHER TERRACE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88151 41.70047)
Poughkeepsie,15  BOWER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.85942 41.73039)
Poughkeepsie,21  HOMER PLACE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88237 41.67193)
Poughkeepsie,4  DONNA DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88974 41.64538)
Poughkeepsie,469  VASSAR ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8959 41.63108)
Poughkeepsie,14  CREEK BEND ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90183 41.65556)
Poughkeepsie,3  GARRETT PLACE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89248 41.69959)
Poughkeepsie,24  DARLENE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93362 41.64089)
Poughkeepsie,10  JANE STREET,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87838 41.65327)
Poughkeepsie,5  COLBURN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8919 41.656)
Poughkeepsie,16  LAFKO DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.85776 41.71535)
Poughkeepsie,101  RAY BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89726 41.70743)
Poughkeepsie,1  EDWIN ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87003 41.70557)
Poughkeepsie,399  VAN WAGNER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87035 41.72061)
Poughkeepsie,81  FALLKILL AVENUE-BARBERSHO,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90429 41.71402)
Poughkeepsie,9  MARTIN TERRACE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.84903 41.71841)
Poughkeepsie,9  RICKY LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93114 41.64225)
Poughkeepsie,88  MARPLE ROAD EXT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89392 41.70256)
Poughkeepsie,99  RAY BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89731 41.70723)
Poughkeepsie,28  CENTER AVENUE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.922 41.7247)
Poughkeepsie,46  SCENIC DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90146 41.64736)
Poughkeepsie,138  BOWER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.84993 41.73142)
Poughkeepsie,2345  SOUTH ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92703 41.64903)
Poughkeepsie,20  CENTER AVENUE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92197 41.72404)
Poughkeepsie,11  THOMAS AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.86404 41.71274)
Poughkeepsie,20  WAYNE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90767 41.63597)
Poughkeepsie,21  OVERLOOK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87302 41.69931)
Poughkeepsie,114  BOARDMAN ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89006 41.66816)
Poughkeepsie,22  TOWNSEND BLVD.,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.86195 41.71726)
Poughkeepsie,668  VASSAR ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90833 41.62151)
Poughkeepsie,12  STEPHANIE LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91234 41.62058)
Poughkeepsie,663  VASSAR ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90803 41.62174)
Poughkeepsie,53  PARK AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90743 41.68706)
Poughkeepsie,23  ORIOLE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92207 41.63989)
Poughkeepsie,3  HART DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.84939 41.72154)
Poughkeepsie,27  DEGARMO ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.86844 41.70221)
Poughkeepsie,16  PEACOCK LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92389 41.63773)
Poughkeepsie,8  MILLBANK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90312 41.65753)
Poughkeepsie,5  SPACKENKILL ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92938 41.65862)
Poughkeepsie,205  CEDAR AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90615 41.66126)
Poughkeepsie,34  MOUNTAIN VIEW ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88599 41.69429)
Poughkeepsie,7  KINDERHOOK DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9199 41.65865)
Poughkeepsie,8  STEPHANIE LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91191 41.62025)
Poughkeepsie,20  GWENS WAY,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92776 41.64095)
Poughkeepsie,32  SALT POINT TPKE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90572 41.71389)
Poughkeepsie,2118  NEW HACKENSACK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87498 41.65948)
Poughkeepsie,19  MOCKINGBIRD LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9326 41.6351)
Poughkeepsie,3  HIGH COURT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89343 41.64389)
Poughkeepsie,16  CREAM STREET,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89847 41.73343)
Poughkeepsie,5  BRADLEY COURT,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9348 41.64604)
Poughkeepsie,32  OVERLOOK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87205 41.699)
Poughkeepsie,23  PANESSA DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89099 41.64384)
Poughkeepsie,3  SPARROW LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92312 41.63902)
Poughkeepsie,41  ADAMS STREET,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92549 41.71679)
Poughkeepsie,198  NORTH GRAND AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89981 41.71167)
Poughkeepsie,35  SADDLE ROCK DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90737 41.64725)
Poughkeepsie,45  INWOOD AVENUE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91722 41.72623)
Poughkeepsie,20  HORNBECK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.86296 41.71593)
Poughkeepsie,195  NORTH GRAND AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89993 41.71144)
Poughkeepsie,68  EDGEWOOD DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87875 41.73569)
Poughkeepsie,10  PLEASANT VIEW ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8437 41.72324)
Poughkeepsie,52  SPACKENKILL ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92148 41.65931)
Poughkeepsie,49  SHERATON DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93048 41.64306)
Poughkeepsie,5  PINE TREE DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88078 41.65417)
Poughkeepsie,3  MARIE COURT,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92682 41.64032)
Poughkeepsie,79  CARDINAL DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92837 41.63372)
Poughkeepsie,87  OVEROCKER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88097 41.69482)
Poughkeepsie,58  TIMBERLINE DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89679 41.64959)
Poughkeepsie,7  JOHNS BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89841 41.70622)
Poughkeepsie,9  PEARLBUSH LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88493 41.63951)
Poughkeepsie,46  COLBURN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89505 41.65056)
Poughkeepsie,207  BEECHWOOD AVENUE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92335 41.67268)
Poughkeepsie,18  STUART DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90996 41.66115)
Poughkeepsie,25  SCOFIELD HEIGHTS,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89962 41.63836)
Poughkeepsie,1  CARDINAL DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92142 41.63754)
Poughkeepsie,12  VICTOR LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9068 41.62944)
Poughkeepsie,28  SADDLE ROCK DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90808 41.64796)
Poughkeepsie,26  WASSON DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90463 41.61948)
Poughkeepsie,42  LINCOLN DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90699 41.61381)
Poughkeepsie,13  TIMBERLINE DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90148 41.64483)
Poughkeepsie,135  KINGWOOD PARK,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92095 41.65152)
Poughkeepsie,7  WINNIE LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87724 41.65355)
Poughkeepsie,30  POPLAR STREET,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92716 41.71704)
Poughkeepsie,2  TOWNSEND BLVD.,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.85988 41.71622)
Poughkeepsie,362  VAN WAGNER ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8782 41.71277)
Poughkeepsie,63  CATSKILL AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88359 41.70196)
Poughkeepsie,26  VAN DUZER DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91838 41.65725)
Poughkeepsie,25  MEMORY LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87842 41.6521)
Poughkeepsie,5  HENNESSEY PLACE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91096 41.73364)
Poughkeepsie,19  DARLENE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93291 41.64048)
Poughkeepsie,44  BRIARCLIFF AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90119 41.63372)
Poughkeepsie,51  COACHLIGHT DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88943 41.66755)
Poughkeepsie,2585  SOUTH ROAD-CHINA BUFFET,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93172 41.66673)
Poughkeepsie,27  VAN WYCK DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90785 41.72618)
Poughkeepsie,47  LAFFIN LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91328 41.66079)
Poughkeepsie,42  COLETTE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91115 41.6365)
Poughkeepsie,38  CROFT ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92054 41.66303)
Poughkeepsie,"2001  SOUTH ROAD (2"") (N)",12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92116 41.62467)
Poughkeepsie,5  SLATE HILL DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90472 41.65199)
