Service Line Locality,Street Address,Zip Code,State,"Lead Gooseneck, Pigtail or Connector Currently Present",Current Public Side SL Material,Was Public SL Material Ever Previously Lead,Public SL Material Verification Method,Public SL Installation or Replacement Date,Public SL Size,Customer SL Material,Customer SL Material Verification Method,Lead Solder Present,Building Type,POU or POE Treatment Present,Customer SL Installation or Replacement Date,Customer SL Size,SL Category,Note,Location
Poughkeepsie,20  WILLOWBROOK HEIGHTS,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89073 41.63238)
Poughkeepsie,15  PARK AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90602 41.6896)
Poughkeepsie,19  LAFKO DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.85759 41.71594)
Poughkeepsie,36  PINE ECHO DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90026 41.7288)
Poughkeepsie,20  PINE TREE DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87789 41.65424)
Poughkeepsie,757  VASSAR ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91428 41.6173)
Poughkeepsie,28  HAMPTON ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89103 41.63897)
Poughkeepsie,137  FULTON STREET,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91931 41.72559)
Poughkeepsie,4  PAM LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91191 41.63478)
Poughkeepsie,12  CROFT ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92334 41.6608)
Poughkeepsie,11  MANOR WAY,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91656 41.65526)
Poughkeepsie,29  SUTTON PARK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88701 41.64225)
Poughkeepsie,6  MARTIS WAY,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89204 41.72413)
Poughkeepsie,52  HAGAN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90901 41.65336)
Poughkeepsie,36  LINCOLN DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90794 41.61404)
Poughkeepsie,17  WENDOVER DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91275 41.61587)
Poughkeepsie,15  CLAUDIA LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88982 41.63697)
Poughkeepsie,29  OLD FARMS ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90774 41.65684)
Poughkeepsie,12  MIRON DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91457 41.65646)
Poughkeepsie,12  LYNN ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88433 41.65836)
Poughkeepsie,9  FOREST AVENUE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91422 41.72293)
Poughkeepsie,22  TITUS ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.84686 41.7153)
Poughkeepsie,28  SOUTH GATE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92328 41.64027)
Poughkeepsie,14  FRIENDLY LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.894 41.70032)
Poughkeepsie,3  STYVESTANDT COURT,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90768 41.72475)
Poughkeepsie,10  ORCHARD PARK,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87668 41.6563)
Poughkeepsie,669  VASSAR ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90843 41.62144)
Poughkeepsie,17  SHERWOOD DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90377 41.62177)
Poughkeepsie,230  INNIS AVENUE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9024 41.71267)
Poughkeepsie,40  MANCHESTER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89255 41.69361)
Poughkeepsie,20  PLEASANT RIDGE DR,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89204 41.64697)
Poughkeepsie,234  VASSAR ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88152 41.64169)
Poughkeepsie,25  BOWER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.85741 41.7311)
Poughkeepsie,62  NASSAU ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93044 41.63579)
Poughkeepsie,46  RAKER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89891 41.64464)
Poughkeepsie,39  SHERATON DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9321 41.64309)
Poughkeepsie,22  DARROW PLACE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.86286 41.70996)
Poughkeepsie,11  CEDAR POND LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90388 41.67013)
Poughkeepsie,36  STYVESTANDT DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90675 41.72585)
Poughkeepsie,36  EDGEWOOD DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8801 41.73174)
Poughkeepsie,10  HOGAN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87275 41.65666)
Poughkeepsie,3  LEDGE WAY,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90195 41.65107)
Poughkeepsie,56  EDGEWOOD DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87904 41.73416)
Poughkeepsie,2550  SOUTH ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92933 41.66327)
Poughkeepsie,4  VAETH ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89295 41.63589)
Poughkeepsie,77  HORNBECK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8671 41.72009)
Poughkeepsie,2585  SOUTH ROAD-APRNC DAY,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93172 41.66673)
Poughkeepsie,190  CEDAR VALLEY ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88802 41.65701)
Poughkeepsie,33  SANDI DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90765 41.61775)
Poughkeepsie,2122  NEW HACKENSACK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87509 41.65976)
Poughkeepsie,29  SPRING ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91078 41.6278)
Poughkeepsie,6  TROY LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9008 41.62678)
Poughkeepsie,199  NORTH GRAND AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89982 41.71166)
Poughkeepsie,6  MARIE COURT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92672 41.64051)
Poughkeepsie,34  BROOKLANDS FARM ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90784 41.63777)
Poughkeepsie,11  BUTTERNUT WAY/CREAM,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89772 41.73362)
Poughkeepsie,29  OLD FIELD ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87321 41.70793)
Poughkeepsie,8  ALIA COURT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89623 41.71085)
Poughkeepsie,22  VAN WAGNER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8994 41.69727)
Poughkeepsie,8  VANDEWATER AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90434 41.69803)
Poughkeepsie,171  SALT POINT ROAD- CEMETERY,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89918 41.72162)
Poughkeepsie,63  CARDINAL DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92751 41.63522)
Poughkeepsie,561  VASSAR ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90274 41.62725)
Poughkeepsie,14  MILLBANK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90366 41.65658)
Poughkeepsie,9  LORRAINE BLVD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89847 41.6286)
Poughkeepsie,20  SADDLE ROCK DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9073 41.64937)
Poughkeepsie,36  EAST BANK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.85 41.71506)
Poughkeepsie,7  FERN LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92742 41.6373)
Poughkeepsie,99  NORTH GRAND AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90252 41.70427)
Poughkeepsie,177  KINGWOOD PARK,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92519 41.65181)
Poughkeepsie,29  STEPHANIE LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9147 41.62037)
Poughkeepsie,74  HORNBECK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.86637 41.71982)
Poughkeepsie,38  ALEXANDER BLVD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90042 41.63658)
Poughkeepsie,52  DUROCHER TERRACE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88109 41.70291)
Poughkeepsie,12  WALDORF PLACE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91981 41.72694)
Poughkeepsie,19  MAINETTI DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87797 41.64835)
Poughkeepsie,127  VAN WAGNER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8957 41.70539)
Poughkeepsie,3  OAK COURT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89128 41.64661)
Poughkeepsie,4  PEARLBUSH LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88539 41.63903)
Poughkeepsie,12  JAMIL COURT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8956 41.71027)
Poughkeepsie,3  ARGENT DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90276 41.62488)
Poughkeepsie,342  VAN WAGNER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88088 41.71148)
Poughkeepsie,509  VASSAR ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89919 41.62937)
Poughkeepsie,43  LAFFIN LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91339 41.66132)
Poughkeepsie,10  ARBOR COURT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88859 41.666)
Poughkeepsie,2  AMATO DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91241 41.72084)
Poughkeepsie,49  VAN WYCK DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9081 41.72847)
Poughkeepsie,12  WINNIE LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87722 41.65297)
Poughkeepsie,3  CYPRESS LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92987 41.64954)
Poughkeepsie,7  MISTY RIDGE CIRCLE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88516 41.6385)
Poughkeepsie,3  RICKY LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93017 41.64221)
Poughkeepsie,36  CARDINAL DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92552 41.6364)
Poughkeepsie,36  LOGANS COURT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89615 41.63441)
Poughkeepsie,46  MANCHESTER RD (B-18),12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8917 41.69306)
Poughkeepsie,115  SPACKENKILL ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91002 41.66008)
Poughkeepsie,13  RAKER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89573 41.64835)
Poughkeepsie,36  COACHLIGHT DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88856 41.66976)
Poughkeepsie,9  PINE ECHO DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90152 41.72826)
Poughkeepsie,40  CREEK ROAD/FITCHETT WAY,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90599 41.7173)
Poughkeepsie,33  NASSAU ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9302 41.63909)
Poughkeepsie,7  MEADOW VIEW DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90465 41.65065)
Poughkeepsie,82  ALDA DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88669 41.64915)
Poughkeepsie,25  ALFRED DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88337 41.64656)
Poughkeepsie,11  SUSIE BLVD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87549 41.70835)
Poughkeepsie,9  SHERWOOD DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9043 41.62085)
Poughkeepsie,7  LYFORD STREET,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91868 41.72688)
Poughkeepsie,82  SOUTH GATE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92907 41.63654)
Poughkeepsie,33  SPRING STREET,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91875 41.72372)
Poughkeepsie,1  CARRIAGE HILL LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8898 41.67963)
Poughkeepsie,9  FAIR WAY,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90935 41.65182)
Poughkeepsie,34  RICKY LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93525 41.64234)
Poughkeepsie,29  CHESTNUT STREET,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91409 41.72088)
Poughkeepsie,13  PARKVIEW TERRACE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90381 41.69867)
Poughkeepsie,8  JAY ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88262 41.64229)
Poughkeepsie,7  PEWTER COURT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89832 41.62466)
Poughkeepsie,6  MARWOOD DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93434 41.64385)
Poughkeepsie,12  SUTTON PARK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88459 41.64168)
Poughkeepsie,23  BEECHWOOD PARK,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92485 41.67134)
Poughkeepsie,32  SCENIC DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90071 41.64916)
Poughkeepsie,35  MONROE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90755 41.6127)
Poughkeepsie,19  OLD FARMS ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90796 41.65764)
Poughkeepsie,5  STYVESTANDT DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90748 41.7225)
Poughkeepsie,13  KIMLIN COURT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90281 41.66658)
Poughkeepsie,42  SHAMROCK CIRCLE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87571 41.69521)
Poughkeepsie,15  COBEY TERRACE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91183 41.73719)
Poughkeepsie,47  INWOOD AVENUE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91719 41.72645)
Poughkeepsie,26  OLD MILL DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91021 41.64855)
Poughkeepsie,7  CARDINAL DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92181 41.63728)
Poughkeepsie,14  MORSE STREET,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92126 41.72412)
Poughkeepsie,16  PETER COOPER DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90963 41.7263)
Poughkeepsie,30  SLATE HILL DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90298 41.6493)
Poughkeepsie,28  MARY AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.84443 41.72069)
Poughkeepsie,41  IRELAND DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87194 41.69601)
Poughkeepsie,20  SPARROW LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92168 41.63863)
Poughkeepsie,10  MALMROS TERRACE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90458 41.62765)
Poughkeepsie,24  KELLERHAUSE DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88678 41.64677)
Poughkeepsie,32  ALEXANDER BLVD.,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8995 41.63511)
Poughkeepsie,21  EAST RICKY LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92679 41.64217)
Poughkeepsie,65  KING GEORGE RD 8062300-S9,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90562 41.64879)
Poughkeepsie,52  IRELAND DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87278 41.69353)
Poughkeepsie,40  CARMEN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87957 41.64908)
Poughkeepsie,13  MEMORY LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8798 41.6528)
Poughkeepsie,28  CATSKILL AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88437 41.69957)
Poughkeepsie,13  CORINE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89837 41.72882)
Poughkeepsie,11  RAKER ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89559 41.64856)
Poughkeepsie,13  TWIN HILLS ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89818 41.65581)
Poughkeepsie,6  COBEY TERRACE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91031 41.73717)
Poughkeepsie,37  CHESTNUT STREET,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.91489 41.72081)
Poughkeepsie,16  PLEASANT RIDGE DR,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89199 41.64594)
Poughkeepsie,16  JAMES STREET,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.86339 41.71469)
Poughkeepsie,2  COBEY TERRACE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90965 41.73719)
Poughkeepsie,29  BROOKLANDS FARM ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90853 41.63693)
Poughkeepsie,72  STUART DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90907 41.66479)
Poughkeepsie,2  ROSEWOOD ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92955 41.65063)
Poughkeepsie,11  ANN STREET,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.84685 41.72018)
Poughkeepsie,114  CEDAR VALLEY ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88223 41.66145)
Poughkeepsie,12  JANE STREET,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87808 41.65328)
Poughkeepsie,49  STEPHANIE LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9135 41.61966)
Poughkeepsie,135  RAY BOULEVARD EXT,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89643 41.71013)
Poughkeepsie,31  SEITZ TERRACE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89868 41.7012)
Poughkeepsie,33  LORRAINE BLVD.,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89489 41.63044)
Poughkeepsie,32  CAMELOT ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92271 41.63255)
Poughkeepsie,37  HART DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.85276 41.72431)
Poughkeepsie,8  COTTAGE ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90821 41.73553)
Poughkeepsie,7  PEARLBUSH LANE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88514 41.6393)
Poughkeepsie,23  LONGVIEW AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88316 41.69988)
Poughkeepsie,21  MOCKINGBIRD LANE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.9324 41.63514)
Poughkeepsie,14  KINRY ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88512 41.64587)
Poughkeepsie,20  DORLAND AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8805 41.70039)
Poughkeepsie,10  MAINETTI DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87655 41.64827)
Poughkeepsie,31  KINRY ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88445 41.64777)
Poughkeepsie,9  ORIOLE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92164 41.64131)
Poughkeepsie,71  SOUTH GATE DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92877 41.63736)
Poughkeepsie,14  SHELLEY ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89535 41.64485)
Poughkeepsie,1  NASSAU ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92951 41.64342)
Poughkeepsie,34  HAGAN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90973 41.65558)
Poughkeepsie,28  EAST BANK ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.85122 41.71509)
Poughkeepsie,13  WENDY DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90839 41.62517)
Poughkeepsie,16  TOWNSEND BLVD.,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.86127 41.71692)
Poughkeepsie,1  PINE TREE DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.88148 41.65416)
Poughkeepsie,7  MAYAPPLE ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.85192 41.72615)
Poughkeepsie,10  CREAM STREET,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89913 41.73316)
Poughkeepsie,93  RAY BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8975 41.70647)
Poughkeepsie,24  JOHNS BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.89605 41.70684)
Poughkeepsie,54  CLEARWATER DRIVE,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.93535 41.73462)
Poughkeepsie,69  CAMELOT ROAD,12601,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.92912 41.63218)
Poughkeepsie,10  ARGENT DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90155 41.62386)
Poughkeepsie,10  TITUS ROAD,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.8467 41.71572)
Poughkeepsie,30  IRELAND DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87278 41.69652)
Poughkeepsie,41  SADDLE ROCK DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90646 41.64681)
Poughkeepsie,148  NORTH GRAND AVENUE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90024 41.70786)
Poughkeepsie,8  SHELDON DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.87633 41.65794)
Poughkeepsie,4  OLD MILL DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Records,,,,,,,,POINT (-73.90812 41.65066)
